1,689,0.027596
2,179,0.014674
2,587,0.054357
2,474,0.090556
2,287,0.057803
2,126,0.052534
2,590,0.014531
2,289,0.029213
2,530,0.025388
2,291,0.048103
2,848,0.039358
2,267,0.066744
2,1177,0.006709
2,920,0.002605
2,689,0.017806
2,1785,0.033969
2,923,0.020519
2,417,0.022435
2,1619,0.030353
2,1040,0.102001
2,656,0.017005
2,1432,0.049763
2,486,0.016173
2,786,0.022368
2,1138,0.031606
2,1423,0.056448
2,425,0.039741
2,1365,0.003288
2,19,0.016127
2,1327,0.008892
2,1025,0.012241
2,132,0.016403
2,866,0.014601
2,1694,0.006098
2,1443,0.035085
2,608,0.008013
2,249,0.003288
2,609,0.028086
2,1867,0.022027
2,1345,0.007119
2,99,0.061455
2,1850,0.034199
2,769,0.008278
2,167,0.088337
2,127,0.011964
2,883,0.010026
2,318,0.017506
2,1384,0.067327
2,1389,0.011223
2,260,0.017588
2,1455,0.005667
2,78,0.029568
2,1168,0.077109
2,968,0.041147
2,944,0.003951
2,752,0.012143
2,56,0.023894
2,690,0.008931
2,960,0.045586
2,766,0.021098
2,1093,0.041450
2,1464,0.031928
2,1720,0.051710
2,36,0.001995
2,1020,0.026910
2,983,0.021697
2,398,0.006154
2,1193,0.527237
2,207,0.012785
2,1287,0.032399
2,298,0.049565
2,1158,0.012179
2,1876,0.029881
2,1241,0.020293
2,1789,0.036280
2,471,0.035514
2,1782,0.024492
2,1788,0.027249
2,913,0.083270
3,867,0.031283
3,1829,0.006395
3,689,0.048267
3,628,0.007245
5,499,0.030152
5,1423,0.016666
5,896,0.022811
5,1621,0.027435
5,982,0.015113
5,677,0.014660
5,290,0.013055
5,467,0.018172
5,1245,0.008254
5,717,0.007769
5,1557,0.038107
5,894,0.103247
5,471,0.257228
5,820,0.002299
5,1549,0.017808
5,1320,0.023849
5,127,0.031061
5,1259,0.025590
5,1721,0.122175
5,1311,0.147224
5,1660,0.007995
5,864,0.020779
5,1758,0.003182
5,608,0.013729
5,1476,0.017003
5,1297,0.071184
5,1593,0.007608
5,1763,0.035949
5,585,0.023476
5,1636,0.012352
6,170,0.019887
6,358,0.050089
6,1739,0.020231
6,628,0.022851
6,827,0.029372
6,1414,0.009281
7,689,0.014587
8,1259,0.023492
8,814,0.006513
8,1808,0.080063
8,67,0.005344
8,488,0.205663
8,148,0.026601
8,751,0.025638
9,351,0.050028
9,1414,0.009076
11,1414,0.017714
11,1726,0.052922
11,1634,0.103632
11,1732,0.041010
14,1739,0.007930
14,62,0.007023
15,913,0.003392
16,432,0.075749
16,1370,0.011987
16,738,0.020958
18,1374,0.012754
19,899,0.036393
19,1147,0.035960
19,1533,0.003673
19,26,0.053218
19,682,0.020071
19,1067,0.012376
19,1108,0.005870
19,523,0.042729
19,1443,0.110539
20,580,0.003362
21,1414,0.042523
21,628,0.008925
21,1254,0.107698
21,340,0.024025
22,1673,0.035952
22,383,0.023933
22,1201,0.021116
24,383,0.031474
24,514,0.066543
24,1416,0.014092
24,1185,0.042307
25,1197,0.096604
25,1739,0.016365
26,1374,0.012466
26,109,0.056568
26,1892,0.015019
26,913,0.014032
26,319,0.011688
26,1841,0.213467
26,460,0.005643
27,713,0.038578
